,Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Total,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
344,0,5.170483995038151,360.0,1.0,8.833171133022867,1,0,0,0,0,0
345,3,5.5606816310155285,360.0,1.0,9.028098811982401,1,1,0,0,0,1
346,0,4.890349128221754,360.0,0.0,8.58615939588096,1,1,0,0,0,0
347,0,4.248495242049359,360.0,1.0,7.961370201719512,1,0,1,0,0,1
348,2,4.90527477843843,360.0,1.0,8.475954443399639,1,1,1,0,0,1
349,0,4.919980925828125,300.0,1.0,7.935945103353701,1,1,0,1,0,0
350,2,5.5373342670185375,360.0,1.0,9.067277989134343,1,1,0,0,0,0
351,0,4.663439094112067,360.0,1.0,9.757478638400492,1,0,0,0,0,0
352,0,4.691347882229144,360.0,1.0,8.813884558025606,1,1,0,0,0,1
353,0,4.787491742782046,360.0,1.0,9.092457331319467,1,1,0,0,0,0
354,3,5.062595033026967,180.0,0.0,8.613048677059759,1,1,1,0,1,0
355,3,5.2832037287379885,360.0,1.0,9.084323531392696,1,1,0,0,0,1
356,1,4.442651256490317,360.0,1.0,8.652947112393857,1,1,0,0,0,1
357,0,4.0943445622220995,360.0,1.0,7.824046010856294,1,0,0,0,0,1
358,2,4.330733340286331,360.0,1.0,8.049427057110696,1,1,1,0,0,0
359,0,5.0238805208462765,360.0,1.0,8.80492526261806,1,0,0,0,1,0
360,0,4.564348191467836,360.0,1.0,9.457590998633624,0,1,0,0,0,1
361,1,4.59511985013459,360.0,1.0,8.397508348470257,1,1,0,0,1,0
362,3,4.727387818712341,360.0,1.0,8.66319648553608,1,1,1,1,0,1
363,0,4.74493212836325,360.0,1.0,8.490233009833455,1,1,0,0,0,1
364,0,4.836281906951479,360.0,1.0,8.564649132572534,1,0,0,0,1,0
365,0,5.062595033026967,360.0,1.0,8.9082888855571,1,1,0,0,0,0
366,0,4.584967478670572,180.0,1.0,9.126958763037134,1,0,0,1,0,0
