Loan_ID,Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Total,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
LP001993,0,4.90527477843843,360.0,1.0,8.59932602095476,0,0,0,0,0,0,1
LP001994,0,4.6443908991413725,360.0,0.0,8.35772841676521,0,0,0,0,0,1,0
LP001996,0,6.173786103901937,360.0,1.0,9.915070213779195,1,0,0,0,0,0,0
LP001998,2,5.220355825078324,360.0,1.0,8.944680683558895,1,1,1,0,0,0,1
LP002002,0,4.430816798843313,360.0,1.0,7.978310969867722,0,0,0,0,1,0,1
LP002004,0,4.709530201312334,360.0,1.0,8.5814816812986,1,0,1,0,1,0,1
LP002006,0,4.02535169073515,360.0,1.0,7.826842098158293,0,0,0,0,0,0,1
LP002008,2,4.969813299576001,84.0,1.0,8.656259239539235,1,1,0,1,0,0,1
LP002024,0,5.0689042022202315,360.0,1.0,8.370084326378025,1,1,0,0,0,0,0
LP002031,1,4.709530201312334,180.0,1.0,8.524962928680598,1,1,1,0,0,1,1
LP002035,2,4.787491742782046,360.0,1.0,8.220672170297252,1,1,0,0,1,0,1
LP002036,0,4.477336814478207,360.0,1.0,8.340933226000878,1,1,0,0,0,1,1
LP002043,1,4.718498871295094,360.0,1.0,8.172164452111904,0,0,0,0,1,0,1
LP002050,1,5.043425116919247,360.0,1.0,9.210340371976184,1,1,0,1,0,0,0
LP002051,0,4.74493212836325,360.0,1.0,8.426611813185,1,1,0,0,1,0,1
LP002053,3,4.820281565605037,360.0,1.0,8.418697944667139,1,1,0,0,1,0,1
LP002054,2,4.85,360.0,1.0,8.55468163582723,1,1,1,0,0,0,1
LP002055,0,4.882801922586371,360.0,1.0,8.724369949208368,0,0,0,0,0,0,1
LP002065,3,5.703782474656201,360.0,1.0,9.615805480084347,1,1,0,0,0,0,1
LP002067,1,5.929589143389895,360.0,0.0,9.521421537856195,1,1,0,1,0,0,0
LP002068,0,4.867534450455582,360.0,0.0,8.50045386741194,1,0,0,0,0,0,1
LP002082,0,5.214935757608986,360.0,1.0,8.984443032465352,1,1,0,1,1,0,1
LP002086,0,4.700480365792417,360.0,1.0,8.822322177471738,0,1,0,0,0,1,0
LP002087,0,4.204692619390966,360.0,1.0,7.824046010856292,0,0,0,0,0,1,1
LP002097,1,4.762173934797756,360.0,1.0,8.728587995695898,1,0,0,0,0,1,1
LP002098,0,4.584967478670572,360.0,1.0,7.984462732262196,1,0,0,0,1,0,1
LP002100,0,4.2626798770413155,360.0,1.0,7.949091499830517,1,0,0,0,0,1,1
LP002101,0,6.194405391104672,180.0,1.0,11.05622495553552,1,1,0,0,0,1,1
LP002103,1,5.204006687076795,180.0,1.0,9.364433907313582,1,1,0,1,0,1,1
LP002106,0,4.248495242049359,360.0,1.0,9.209640126861789,1,1,0,1,1,0,1
LP002110,1,5.075173815233827,360.0,1.0,8.689127655323706,1,1,0,0,0,0,1
LP002112,2,5.170483995038151,360.0,1.0,8.867850063029406,1,1,0,1,0,0,1
LP002113,3,4.85,360.0,0.0,7.512071245835466,0,0,1,0,0,1,0
LP002114,0,4.2626798770413155,360.0,1.0,8.333270353255308,0,0,0,0,1,0,1
LP002115,3,5.153291594497779,360.0,1.0,8.350902451694811,1,1,1,0,0,0,0
LP002116,0,3.828641396489095,360.0,1.0,7.774015077250727,0,0,0,0,0,0,0
LP002119,1,5.062595033026967,360.0,1.0,8.662677858158219,1,1,1,0,0,1,1
LP002126,3,4.30406509320417,360.0,1.0,8.062432791583195,1,1,1,0,1,0,1
LP002128,2,4.8283137373023015,360.0,1.0,8.499640032168648,1,1,0,0,0,0,1
LP002129,0,5.075173815233827,360.0,1.0,8.508555998020574,1,1,0,0,1,0,1
LP002130,0,5.0238805208462765,360.0,0.0,8.817742129574842,1,1,1,0,0,0,0
LP002131,2,4.836281906951478,360.0,1.0,8.566173813637858,1,1,1,0,0,1,1
LP002137,0,5.556828061699537,360.0,1.0,9.29798488182823,1,1,0,0,1,0,1
LP002138,0,5.231108616854587,360.0,1.0,9.090993614343617,1,1,0,0,0,0,1
LP002139,0,5.429345628954441,360.0,1.0,9.114159813502214,1,1,0,0,1,0,1
LP002140,0,5.730099782973574,360.0,1.0,9.466299552232016,1,0,0,0,0,0,0
LP002141,3,4.553876891600541,360.0,1.0,8.465689348549121,1,1,0,0,0,0,1
LP002142,0,4.653960350157523,360.0,0.0,8.612503371220562,0,1,0,1,0,0,0
LP002143,0,4.867534450455582,360.0,1.0,7.982074875081202,0,1,0,0,1,0,1
LP002144,0,4.7535901911063645,180.0,1.0,8.246171559857563,0,0,0,0,0,1,1
LP002149,2,5.10594547390058,360.0,1.0,9.350102314351341,1,1,0,0,0,0,1
LP002151,1,4.204692619390966,360.0,1.0,8.262300941787448,1,1,0,0,0,1,0
LP002158,0,4.605170185988092,480.0,0.0,8.448057452581375,1,1,1,0,0,1,0
LP002160,3,5.298317366548036,360.0,1.0,9.0280988119824,1,1,0,0,1,0,1
LP002161,1,4.394449154672439,360.0,1.0,8.460199469896118,0,0,0,0,1,0,0
LP002170,2,5.4638318050256105,360.0,1.0,9.067277989134345,1,1,0,0,1,0,1
LP002175,0,4.867534450455582,360.0,1.0,8.865452825753623,1,1,0,0,0,1,1
LP002178,0,4.553876891600541,300.0,1.0,8.707152175339404,1,1,0,0,0,1,1
LP002180,0,4.948759890378168,360.0,1.0,8.82790796297859,1,0,0,1,0,0,1
LP002181,0,4.890349128221754,360.0,1.0,8.734881892047483,1,0,1,0,0,0,0
LP002187,0,4.564348191467836,480.0,1.0,7.824046010856292,1,0,0,0,1,0,0
LP002188,0,4.820281565605037,360.0,0.0,8.541690663016626,1,0,0,0,0,0,0
LP002190,1,5.1647859739235145,360.0,1.0,8.752265313595721,1,1,0,0,1,0,1
LP002191,0,6.345636360828596,360.0,1.0,10.126471091048971,1,1,0,0,0,0,0
LP002194,0,4.007333185232471,360.0,1.0,9.665166909622071,0,0,0,1,1,0,1
LP002197,2,5.043425116919247,360.0,1.0,8.553525120663627,1,1,0,0,1,0,1
LP002201,2,5.940171252720432,300.0,1.0,9.752432077616172,1,1,0,1,0,0,1
LP002205,1,4.709530201312334,180.0,0.0,8.526945482858915,1,0,0,0,0,1,0
LP002209,0,4.700480365792417,360.0,1.0,8.348301054933943,0,0,0,0,0,1,1
LP002211,0,4.787491742782046,180.0,1.0,8.655214489313613,1,1,0,0,0,1,1
LP002219,3,4.867534450455582,360.0,1.0,9.52850315168155,1,1,0,0,0,0,1
LP002223,0,4.867534450455582,360.0,1.0,8.368693183097793,1,1,0,0,1,0,1
LP002224,0,4.2626798770413155,480.0,1.0,8.029107054619736,1,0,0,0,0,1,0
LP002225,2,4.867534450455582,360.0,1.0,8.592486175451668,1,1,0,0,0,1,1
LP002226,0,4.852030263919617,360.0,1.0,8.671286726753637,1,1,0,0,1,0,1
LP002229,0,5.69035945432406,360.0,1.0,9.227492430793749,1,0,0,0,1,0,1
LP002231,0,5.049856007249537,360.0,1.0,8.699514748210191,0,0,0,0,0,1,1
LP002234,0,4.852030263919617,360.0,1.0,8.877242435993919,1,0,0,1,0,1,1
LP002236,2,4.605170185988092,360.0,1.0,8.42639282708974,1,1,0,0,0,1,0
LP002237,1,4.727387818712341,180.0,1.0,8.207129168071326,1,0,0,0,0,1,1
LP002239,0,4.882801922586371,360.0,1.0,8.28045768658256,1,0,1,0,1,0,1
LP002243,0,4.85,360.0,0.0,8.72355674269043,1,1,1,0,0,1,0
LP002244,0,4.912654885736052,360.0,1.0,8.465899897028686,1,1,0,0,0,1,1
LP002250,0,4.8283137373023015,360.0,1.0,8.610319169405722,1,1,0,0,0,0,1
LP002255,3,5.220355825078324,360.0,1.0,9.123365357961776,1,0,0,0,0,0,1
LP002262,3,5.616771097666572,360.0,1.0,9.159468041602427,1,1,0,0,0,0,1
LP002263,0,4.787491742782046,360.0,1.0,8.454892165218858,1,1,0,0,0,1,1
LP002265,2,4.727387818712341,180.0,1.0,8.193676665955241,1,1,1,0,1,0,1
LP002266,2,4.727387818712341,360.0,1.0,8.411832675758411,1,1,0,0,0,1,1
LP002272,2,4.90527477843843,360.0,1.0,8.23217423638394,1,1,0,0,1,0,1
LP002277,0,4.2626798770413155,360.0,0.0,8.064636475774222,0,0,0,0,0,1,0
LP002281,0,4.553876891600541,360.0,1.0,8.410053315858335,1,1,0,0,0,1,1
LP002284,0,4.6913478822291435,360.0,1.0,8.624791202014256,1,0,1,0,0,0,1
LP002287,0,4.634728988229636,360.0,0.0,8.101677747454572,0,0,0,0,1,0,0
LP002288,2,3.8066624897703196,180.0,0.0,7.968665700466235,1,1,1,0,0,1,0
LP002296,0,4.174387269895637,300.0,1.0,7.9211727215870145,1,0,1,0,0,0,0
LP002297,0,4.634728988229636,360.0,1.0,10.021270588192511,1,0,0,0,1,0,1
LP002300,0,3.970291913552122,360.0,1.0,7.5822291942764615,0,0,1,0,1,0,1
LP002301,0,5.267858159063328,360.0,1.0,8.914760527397261,0,0,0,1,0,0,0
LP002305,0,4.74493212836325,360.0,1.0,8.42222295382501,0,0,0,0,1,0,1
LP002308,0,4.74493212836325,360.0,1.0,8.426611813185,1,1,1,0,0,1,1
LP002314,0,4.189654742026425,360.0,1.0,7.70210434005105,0,0,1,0,0,0,1
LP002315,1,5.0238805208462765,300.0,0.0,9.02401079378469,1,1,0,0,1,0,0
LP002317,3,5.886104031450156,360.0,0.0,11.302204433654575,1,1,0,0,0,0,0
LP002318,1,4.127134385045092,360.0,1.0,8.260234291607297,0,0,1,1,1,0,0
LP002319,0,5.075173815233827,360.0,1.0,8.741296282225147,1,1,0,0,0,1,1
LP002328,0,5.384495062789089,360.0,0.0,8.715388097366482,1,1,1,0,0,0,0
LP002332,0,4.700480365792417,360.0,1.0,8.363109176033522,1,1,1,0,0,0,1
LP002335,0,5.181783550292085,360.0,0.0,8.591558273371545,0,1,1,0,1,0,0
LP002337,0,4.0943445622221,360.0,1.0,8.00469951054955,0,0,0,0,0,1,1
LP002341,1,5.075173815233827,360.0,1.0,7.8632667240095735,0,0,0,0,0,1,0
LP002342,2,5.476463551931511,360.0,1.0,9.980448593672257,1,1,0,1,0,1,0
LP002345,0,4.718498871295094,360.0,1.0,8.242229891372231,1,1,0,0,0,0,1
LP002347,0,4.927253685157205,360.0,1.0,8.44741429680832,1,1,0,0,1,0,1
LP002348,0,4.927253685157205,360.0,1.0,8.67060073804555,1,1,0,0,0,0,1
LP002357,0,4.382026634673881,360.0,0.0,7.908387159290043,0,0,1,0,0,1,0
LP002361,0,4.605170185988092,360.0,1.0,8.171599480345463,1,1,0,0,0,1,1
LP002362,1,4.700480365792417,360.0,0.0,9.095714846134879,1,1,0,0,0,1,0
LP002364,0,4.564348191467836,360.0,1.0,9.607773308387083,1,1,0,0,1,0,1
LP002366,0,4.795790545596741,360.0,1.0,8.848796450925947,1,1,0,0,0,0,1
LP002367,1,4.394449154672439,360.0,1.0,8.43511508038063,0,0,1,0,0,0,0
LP002368,2,4.890349128221754,360.0,1.0,8.688622307043769,1,1,0,0,1,0,1
LP002369,0,4.465908118654584,360.0,1.0,7.984844261119869,1,1,0,0,0,0,1
LP002370,0,4.0943445622221,180.0,1.0,7.907283609426348,1,0,1,0,0,1,1
LP002377,1,5.0106352940962555,360.0,1.0,9.06230429314878,0,0,0,1,1,0,1
LP002379,0,4.653960350157523,360.0,0.0,8.779557455883728,1,0,0,0,0,0,0
LP002386,0,6.003887067106539,360.0,1.0,9.463120392418698,1,0,0,0,1,0,1
LP002387,0,4.962844630259907,360.0,1.0,8.469052816088302,1,1,0,0,1,0,1
LP002390,0,4.605170185988092,360.0,1.0,8.229511118964457,1,0,0,0,0,1,1
LP002393,0,4.85,240.0,1.0,9.215029361462314,0,1,0,0,1,0,1
LP002398,0,3.912023005428146,360.0,1.0,8.236685322712457,1,0,0,0,1,0,1
LP002401,0,4.85,360.0,1.0,8.11312710422178,1,1,0,0,0,1,1
LP002403,0,5.231108616854587,360.0,0.0,9.251098364448351,1,0,0,1,0,1,0
LP002407,0,4.927253685157205,360.0,1.0,8.873748128154395,0,1,1,1,0,0,1
LP002408,0,5.231108616854587,360.0,1.0,9.07383312732152,1,0,0,0,1,0,1
LP002409,0,5.19295685089021,360.0,1.0,9.1833801903934,1,1,0,0,0,0,1
LP002418,3,4.997212273764115,360.0,1.0,8.809862805379057,1,0,1,0,1,0,1
LP002422,1,5.0238805208462765,360.0,1.0,10.537919225261291,1,0,0,0,1,0,1
LP002424,0,5.1647859739235145,300.0,1.0,9.659248037927183,1,1,0,0,0,0,1
LP002429,1,4.867534450455582,360.0,1.0,8.450198322591959,1,1,0,1,0,0,1
LP002434,2,4.700480365792417,360.0,1.0,8.445052513638554,1,1,1,0,0,0,1
LP002435,0,4.007333185232471,360.0,1.0,8.500047032581268,1,1,0,0,0,0,0
LP002443,2,5.0106352940962555,360.0,0.0,8.527143522269405,1,1,0,0,0,0,0
LP002444,1,5.247024072160486,360.0,0.0,8.368925174747135,1,0,1,1,1,0,0
LP002446,2,4.8283137373023015,360.0,0.0,8.1786387885907,1,1,1,0,0,0,0
LP002447,2,4.0943445622221,300.0,1.0,8.135639903354386,1,1,1,0,0,1,1
LP002448,0,5.003946305945459,360.0,0.0,8.644882552557126,1,1,0,0,0,0,0
LP002449,0,4.499809670330265,180.0,0.0,8.506940814951886,1,1,0,0,0,0,1
LP002453,0,4.430816798843313,360.0,1.0,8.865735152124781,1,0,0,1,1,0,1
LP002455,2,4.564348191467836,360.0,1.0,8.258163361537619,1,1,0,0,1,0,1
LP002459,0,4.770684624465665,360.0,1.0,8.366602832783736,1,1,0,0,0,1,1
LP002467,0,5.153291594497779,360.0,1.0,8.744647438317532,1,1,0,0,0,1,0
LP002472,2,4.912654885736052,360.0,1.0,8.378850241794492,1,0,0,0,0,0,1
LP002473,0,5.075173815233827,360.0,1.0,9.0280988119824,1,1,0,0,1,0,0
LP002478,0,5.075173815233827,360.0,1.0,8.726805608446096,1,1,0,1,1,0,1
LP002484,3,4.852030263919617,180.0,1.0,8.954156966583772,1,1,0,0,0,1,1
LP002487,0,5.030437921392435,360.0,1.0,8.556990661290303,1,1,0,0,0,0,1
LP002489,1,4.882801922586371,360.0,1.0,8.55468163582723,0,0,1,0,1,0,1
LP002493,0,4.584967478670572,360.0,0.0,8.334711621820917,1,0,0,0,1,0,0
LP002494,0,4.941642422609304,360.0,1.0,8.699514748210191,1,0,0,0,0,0,1
LP002500,3,4.248495242049359,180.0,0.0,8.436200032206706,1,1,1,0,0,1,0
LP002501,0,4.700480365792417,360.0,1.0,9.722684841711443,1,1,0,0,1,0,1
LP002502,2,4.584967478670572,360.0,1.0,8.047829357457841,0,1,1,0,1,0,1
LP002505,0,4.700480365792417,360.0,1.0,8.822322177471738,1,1,0,0,0,1,0
LP002515,1,5.087596335232384,360.0,1.0,8.617762246337932,1,1,0,1,1,0,1
LP002517,1,4.727387818712341,180.0,0.0,8.331586243630754,1,1,1,0,0,0,0
LP002519,3,4.605170185988092,360.0,1.0,8.453401058328458,1,1,0,0,1,0,1
LP002522,0,4.532599493153256,360.0,1.0,7.824046010856292,0,0,0,1,0,1,1
LP002524,2,5.087596335232384,360.0,1.0,9.228180290104513,1,0,0,0,0,0,1
LP002527,2,5.0106352940962555,360.0,1.0,9.772182251758139,1,1,0,1,0,0,1
LP002529,2,5.438079308923196,300.0,1.0,9.041921720351219,1,1,0,0,1,0,1
LP002530,2,4.882801922586371,360.0,0.0,8.464846711044029,1,1,0,0,1,0,0
LP002531,1,4.454347296253507,360.0,1.0,9.847816267665664,1,1,0,1,1,0,1
LP002533,2,4.85,360.0,1.0,8.422882511944996,1,1,0,0,0,1,0
LP002534,0,5.0369526024136295,360.0,1.0,8.37793112408273,0,0,1,0,0,0,1
LP002536,3,4.727387818712341,360.0,1.0,8.037543185118697,1,1,1,0,0,0,1
LP002537,0,4.852030263919617,360.0,1.0,8.562740006372207,1,1,0,0,1,0,1
LP002541,0,5.455321115357702,360.0,1.0,9.290352309945568,1,1,0,0,1,0,1
LP002543,2,5.5053315359323625,360.0,1.0,9.027978814382207,1,1,0,0,1,0,1
LP002544,1,4.875197323201151,360.0,1.0,8.387995252944556,1,1,1,0,0,0,1
LP002545,2,4.382026634673881,360.0,0.0,8.173857454773621,1,0,0,0,0,0,0
LP002547,1,6.214608098422191,360.0,1.0,9.816457993563025,1,1,0,0,0,1,0
LP002555,2,5.075173815233827,360.0,1.0,8.804775258867686,1,1,0,1,1,0,1
LP002556,0,4.31748811353631,360.0,1.0,7.79770203551669,1,0,0,0,0,1,0
LP002560,0,4.564348191467836,360.0,1.0,8.609590040682205,1,0,1,0,1,0,1
LP002562,1,5.225746673713202,360.0,1.0,8.774003600200931,1,1,1,0,0,1,1
LP002571,0,4.700480365792417,360.0,1.0,8.213652703029998,1,0,1,0,0,0,1
LP002582,0,5.41610040220442,360.0,1.0,9.756320761816548,0,0,1,1,1,0,1
LP002585,0,4.77912349311153,360.0,0.0,8.657650544111494,1,1,0,0,0,0,0
LP002586,1,4.653960350157523,84.0,1.0,8.352082671352637,0,1,0,0,1,0,1
LP002587,0,4.672828834461906,360.0,1.0,8.366370301681654,1,1,1,0,0,0,1
LP002588,0,4.709530201312334,12.0,1.0,8.920255414908091,1,1,0,0,0,1,1
LP002600,1,4.553876891600541,360.0,1.0,7.970740390007095,1,1,0,1,1,0,1
LP002602,0,5.342334251964811,360.0,0.0,9.277905558138606,1,0,0,0,0,0,0
LP002603,0,4.727387818712341,480.0,1.0,8.372860820526318,0,0,0,0,0,0,1
LP002606,0,4.605170185988092,360.0,1.0,8.058010800802085,0,0,0,0,1,0,1
LP002615,2,5.337538079701318,360.0,1.0,9.258082367961604,1,1,0,0,1,0,1
LP002618,1,4.927253685157205,360.0,1.0,9.143345503151904,1,1,1,0,0,0,0
LP002619,0,4.820281565605037,300.0,1.0,8.574895901544526,1,1,1,0,1,0,1
LP002622,2,5.493061443340548,360.0,1.0,8.97790377375038,1,1,0,0,0,0,1
LP002624,0,6.173786103901937,360.0,1.0,10.221941283654663,1,1,0,0,0,1,1
LP002625,0,4.564348191467836,360.0,1.0,8.183955717304954,1,0,0,0,0,1,0
LP002626,0,5.236441962829949,360.0,1.0,8.61104776688786,1,1,0,1,0,1,1
LP002634,1,3.6888794541139363,360.0,1.0,9.492658081928813,0,0,0,0,0,1,1
LP002637,0,4.605170185988092,360.0,1.0,8.493924564476883,1,0,1,0,0,0,0
LP002640,1,5.521460917862246,360.0,1.0,8.995784837848506,1,1,0,0,1,0,1
LP002643,2,4.997212273764115,360.0,1.0,8.578852571802965,1,1,0,0,0,1,1
LP002648,0,4.248495242049359,180.0,1.0,9.082052351674651,1,1,0,0,1,0,0
LP002652,0,5.739792912179234,360.0,1.0,9.15704507491796,1,0,0,0,0,0,0
LP002659,3,5.0106352940962555,360.0,1.0,8.83840674707681,1,1,0,0,0,0,1
LP002670,2,4.727387818712341,480.0,1.0,8.206037762778815,0,1,0,0,1,0,1
LP002682,0,4.812184355372417,360.0,0.0,8.491670234185152,1,1,1,0,1,0,0
LP002683,0,5.220355825078324,360.0,1.0,8.794521851788527,1,0,0,0,1,0,0
LP002684,0,4.553876891600541,360.0,1.0,8.131530710604252,0,0,1,0,0,0,0
LP002689,2,3.8066624897703196,360.0,1.0,8.277411998949004,1,1,1,0,1,0,1
LP002690,0,4.007333185232471,360.0,1.0,7.824046010856292,1,0,0,0,1,0,1
LP002692,3,4.605170185988092,360.0,1.0,8.867990898182093,1,1,0,1,0,0,1
LP002693,2,6.173786103901937,360.0,1.0,9.623376745580666,1,1,0,1,0,0,1
LP002697,0,4.85,360.0,1.0,8.819813136232225,1,0,0,0,1,0,0
LP002699,2,5.991464547107982,360.0,1.0,9.769956159911606,1,1,0,1,0,0,1
LP002705,0,4.700480365792417,360.0,1.0,8.236155661683124,1,1,0,0,1,0,1
LP002706,1,5.081404364984463,360.0,0.0,8.812099108957337,1,1,1,0,1,0,1
LP002714,1,4.543294782270004,360.0,1.0,8.289288323000317,1,0,1,0,1,0,1
LP002716,0,4.867534450455582,360.0,1.0,8.82217476094608,1,0,1,0,1,0,1
LP002717,0,5.375278407684165,360.0,1.0,8.783396232190894,1,1,0,0,0,0,1
LP002720,3,4.605170185988092,360.0,1.0,8.361941906144946,1,1,0,0,0,1,1
LP002723,2,4.700480365792417,360.0,0.0,8.185350223178686,1,0,0,0,0,0,0
LP002729,1,5.278114659230517,360.0,1.0,9.328123407632566,1,0,0,0,1,0,0
LP002731,0,4.8283137373023015,360.0,1.0,9.807251944655302,0,0,1,1,0,1,1
LP002732,0,4.836281906951478,360.0,1.0,8.432070937999402,1,0,1,0,0,0,1
LP002734,0,5.780743515792329,360.0,1.0,9.214232786691527,1,1,0,0,0,1,1
LP002738,2,4.672828834461906,360.0,1.0,8.193400231952097,1,0,0,0,1,0,1
LP002739,0,4.189654742026425,360.0,1.0,8.146998697389993,1,1,1,0,0,0,0
LP002740,3,5.056245805348308,180.0,1.0,8.766705997750515,1,1,0,0,0,0,1
LP002741,1,4.941642422609304,180.0,1.0,8.916371914881694,0,1,0,0,1,0,1
LP002743,0,4.59511985013459,360.0,0.0,7.6676260915849905,0,0,0,0,1,0,0
LP002753,1,4.553876891600541,360.0,1.0,8.20303024171486,0,0,0,0,1,0,1
LP002755,1,4.852030263919617,360.0,1.0,8.46863300080086,1,1,1,0,0,1,1
LP002757,0,4.624972813284271,360.0,1.0,8.210668031162976,0,1,1,0,1,0,1
LP002767,0,5.043425116919247,360.0,1.0,8.45914025996762,1,1,0,0,0,0,1
LP002768,0,4.382026634673881,36.0,1.0,8.119100837637486,1,0,1,0,1,0,0
LP002772,0,4.976733742420574,360.0,1.0,8.368461137615839,1,0,0,0,0,0,1
LP002776,0,4.634728988229636,360.0,0.0,8.517193191416238,0,0,0,0,1,0,0
LP002777,0,4.700480365792417,360.0,1.0,8.476579508530941,1,1,0,0,0,0,1
LP002778,2,4.85,360.0,0.0,8.799812469525556,1,1,0,1,0,0,0
LP002784,1,4.85,360.0,1.0,8.490233009833455,1,1,1,0,0,0,1
LP002785,1,5.062595033026967,360.0,1.0,8.792245847467877,1,1,0,0,0,1,1
LP002788,0,5.198497031265826,360.0,0.0,8.473659189392508,1,1,1,0,0,1,0
LP002789,0,4.882801922586371,180.0,0.0,8.969414650866176,1,1,0,0,0,0,0
LP002792,1,3.258096538021482,360.0,1.0,8.779557455883728,1,1,0,0,1,0,1
LP002794,0,4.430816798843313,360.0,1.0,8.36450810375059,0,0,0,0,0,1,1
LP002795,3,5.560681631015528,360.0,1.0,9.22414465295258,1,1,0,1,1,0,1
LP002798,0,5.087596335232384,360.0,1.0,8.78813593986372,1,1,0,0,1,0,1
LP002804,0,5.204006687076795,360.0,1.0,8.777401286867264,0,1,0,0,1,0,1
LP002807,2,4.68213122712422,360.0,1.0,8.27308133366583,1,1,1,0,1,0,1
LP002813,1,6.396929655216146,360.0,1.0,9.877348894926433,0,1,0,1,1,0,1
LP002820,0,5.351858133476067,360.0,1.0,8.984317679911129,1,1,0,0,0,0,1
LP002821,0,4.882801922586371,360.0,1.0,8.66561319653451,1,0,1,1,1,0,1
LP002832,2,5.552959584921617,360.0,0.0,9.08239335764556,1,1,0,0,0,1,0
LP002833,0,4.787491742782046,360.0,1.0,8.404472321352118,1,1,1,0,0,0,1
LP002836,0,4.248495242049359,360.0,1.0,8.11162807830774,1,0,0,0,0,1,1
LP002837,3,4.812184355372417,360.0,0.0,8.68270762989381,1,1,0,0,0,0,0
LP002840,0,2.1972245773362196,360.0,1.0,7.774015077250727,0,0,0,0,0,1,0
LP002841,0,4.6443908991413725,360.0,0.0,8.56216655705897,1,1,0,0,0,1,0
LP002842,1,5.225746673713202,360.0,1.0,8.550047528287184,1,1,0,0,0,1,1
LP002847,0,5.10594547390058,360.0,0.0,8.789812386190972,1,1,0,0,0,1,0
LP002855,2,5.616771097666572,360.0,1.0,9.721125994942152,1,1,0,0,0,1,1
LP002862,2,5.231108616854587,480.0,1.0,8.955448122347393,1,1,1,0,1,0,0
LP002863,3,5.0106352940962555,360.0,1.0,8.764990330169104,1,1,0,0,1,0,0
LP002868,2,4.68213122712422,84.0,1.0,8.194229304819817,1,1,0,0,0,1,1
LP002872,0,4.912654885736052,360.0,0.0,8.574895901544526,1,1,0,0,1,0,0
LP002874,0,4.700480365792417,360.0,1.0,8.694167141883597,1,0,0,0,0,1,1
LP002877,1,4.672828834461906,360.0,1.0,8.297543529356284,1,1,0,0,0,0,1
LP002888,0,5.081404364984463,360.0,1.0,8.715880102296456,1,0,0,0,0,1,1
LP002892,2,5.3230099791384085,360.0,1.0,8.785692444451245,1,1,0,0,1,0,1
LP002893,0,4.499809670330265,360.0,1.0,10.482149379105689,1,0,0,0,0,1,0
LP002894,0,3.58351893845611,360.0,1.0,8.060224240440958,0,1,0,0,1,0,1
LP002898,1,4.110873864173311,360.0,0.0,7.539027055823995,1,1,0,0,0,0,0
LP002911,1,4.983606621708336,360.0,0.0,8.456168489578463,1,1,0,0,0,0,0
LP002912,1,5.147494476813453,84.0,1.0,8.893298144217916,1,1,0,0,0,0,0
LP002916,0,4.6443908991413725,360.0,1.0,8.247743887225516,1,1,0,0,0,1,1
LP002917,0,4.248495242049359,360.0,1.0,7.68017564043659,0,0,1,0,1,0,1
LP002925,0,4.543294782270004,360.0,1.0,8.465899897028686,1,0,0,0,1,0,1
LP002926,2,4.663439094112067,360.0,0.0,7.9105906122564775,1,1,0,1,1,0,0
LP002928,0,4.02535169073515,180.0,1.0,8.766550149546351,1,1,0,0,1,0,1
LP002931,2,5.3230099791384085,240.0,1.0,8.699514748210191,1,1,0,1,1,0,0
LP002933,3,5.676753802268282,360.0,1.0,9.143880005275912,1,0,0,1,1,0,1
LP002936,0,4.955827057601261,180.0,1.0,8.876125585396185,1,1,0,0,0,0,1
LP002938,0,5.560681631015528,360.0,1.0,9.68781601606062,1,1,0,1,0,1,1
LP002940,0,4.700480365792417,360.0,1.0,8.251403065380556,1,0,1,0,0,0,1
LP002941,2,5.231108616854587,360.0,1.0,8.906935339059165,1,1,1,1,0,0,0
LP002943,0,4.477336814478207,360.0,0.0,8.00202481821611,1,0,0,0,1,0,0
LP002945,0,5.19295685089021,360.0,1.0,9.206633510044856,1,1,0,1,0,0,1
LP002948,2,5.2574953720277815,360.0,1.0,8.662158961666423,1,1,0,0,0,1,1
LP002949,3,5.857933154483459,180.0,1.0,10.647399137646048,0,0,0,0,0,1,0
LP002950,0,5.043425116919247,360.0,1.0,8.645762292210945,1,1,1,0,0,0,1
LP002953,3,4.852030263919617,360.0,1.0,8.648747631156539,1,1,0,0,0,1,1
LP002958,0,5.147494476813453,360.0,1.0,8.984317679911129,1,0,0,0,0,0,1
LP002959,1,6.206575926724928,360.0,1.0,9.392661928770137,0,1,0,0,1,0,1
LP002960,0,4.85,180.0,1.0,8.732304571033183,1,1,1,0,0,1,0
LP002961,1,5.153291594497779,360.0,1.0,8.68270762989381,1,1,0,0,1,0,1
LP002964,2,5.056245805348308,360.0,1.0,8.59378379357795,1,1,1,0,0,0,1
LP002974,0,4.68213122712422,360.0,1.0,8.552946361122055,1,1,0,0,0,0,1
LP002978,0,4.2626798770413155,360.0,1.0,7.9724660159745655,0,0,0,0,0,0,1
LP002979,3,3.6888794541139363,180.0,1.0,8.32020459757888,1,1,0,0,0,0,1
LP002983,1,5.53338948872752,360.0,1.0,9.025455532779063,1,1,0,0,0,1,1
LP002984,2,5.231108616854587,360.0,1.0,8.933664178700935,1,1,0,0,0,1,1
LP002990,0,4.890349128221754,360.0,0.0,8.430109084509125,0,0,0,1,1,0,0
